Season,LowerTeamID,HigherTeamID,Target,avgOffRtg_LowerTeamID,avgDefRtg_LowerTeamID,avgNetRtg_LowerTeamID,avgeFG_LowerTeamID,avgTOV_LowerTeamID,avgReb_LowerTeamID,AvgWin_LowerTeamID,Elo_LowerTeamID,Margin_LowerTeamID,Seed_LowerTeamID,avgOffRtg_HigherTeamID,avgDefRtg_HigherTeamID,avgNetRtg_HigherTeamID,avgeFG_HigherTeamID,avgTOV_HigherTeamID,avgReb_HigherTeamID,AvgWin_HigherTeamID,Elo_HigherTeamID,Margin_HigherTeamID,Seed_HigherTeamID,EloDiff,OffRtgDIff,DefRtgDiff,NetRtgDiff,TOVDiff,RebDiff,eFGDiff,SeedDiff,WinDiff,MarginDiff
2010,3124,3201,1,0.993013,0.797297,0.195716,0.484261,0.231303,0.557426,0.71875,1610.0,488,4,1.017627,0.83795,0.179677,0.492357,0.217679,0.509611,0.818182,1653.0,425,13,-43.0,-0.024614,-0.040653,0.016039,0.013624,0.047815,-0.008096,-9,-0.099432,63
2010,3173,3395,1,0.972959,0.817802,0.155157,0.465242,0.231255,0.547217,0.807692,1618.0,293,8,0.981506,0.822047,0.159459,0.470597,0.218903,0.492464,0.733333,1601.0,360,9,17.0,-0.008547,-0.004245,-0.004302,0.012352,0.054752,-0.005355,-1,0.074359,-67
2010,3181,3214,1,0.970282,0.760556,0.209726,0.457585,0.244431,0.556713,0.84375,1680.0,529,2,0.905895,0.787274,0.118621,0.412575,0.222436,0.492317,0.633333,1567.0,231,15,113.0,0.064388,-0.026718,0.091106,0.021994,0.064396,0.045011,-13,0.210417,298
2010,3199,3256,1,1.005172,0.819457,0.185715,0.499876,0.254897,0.547843,0.833333,1655.0,431,3,0.98075,0.842914,0.137836,0.466902,0.224284,0.537436,0.741935,1612.0,308,14,43.0,0.024423,-0.023456,0.047879,0.030613,0.010407,0.032974,-11,0.091398,123
2010,3207,3265,1,0.973237,0.834104,0.139133,0.450856,0.231292,0.503726,0.8,1640.0,290,5,1.009146,0.85772,0.151426,0.478543,0.199607,0.494316,0.787879,1627.0,339,12,13.0,-0.035908,-0.023616,-0.012293,0.031685,0.009411,-0.027687,-7,0.012121,-49
2010,3208,3408,1,0.918963,0.806208,0.112755,0.432844,0.23658,0.511175,0.741935,1594.0,261,5,0.960426,0.823642,0.136784,0.47949,0.239674,0.477916,0.8125,1645.0,310,12,-51.0,-0.041463,-0.017434,-0.024029,-0.003094,0.033259,-0.046646,-7,-0.070565,-49
2010,3211,3314,1,1.074782,0.765154,0.309628,0.516277,0.206613,0.533192,0.870968,1666.0,722,7,0.924199,0.837625,0.086575,0.443908,0.251794,0.521656,0.62069,1555.0,232,10,112.0,0.150583,-0.072471,0.223053,-0.04518,0.011536,0.072369,-3,0.250278,490
2010,3234,3353,1,0.976127,0.928507,0.04762,0.484425,0.23844,0.515135,0.59375,1575.0,107,8,0.85268,0.835524,0.017156,0.422199,0.263708,0.50512,0.5625,1561.0,25,9,14.0,0.123447,0.092983,0.030464,-0.025268,0.010015,0.062227,-1,0.03125,82
2010,3246,3251,1,0.983352,0.780516,0.202836,0.456564,0.210484,0.503856,0.78125,1627.0,505,4,0.997403,0.753625,0.243778,0.497514,0.295324,0.600753,0.827586,1638.0,452,13,-11.0,-0.014051,0.026891,-0.040942,-0.08484,-0.096897,-0.04095,-9,-0.046336,53
2010,3216,3261,0,0.95505,0.760583,0.194467,0.455652,0.244205,0.547275,0.870968,1657.0,399,10,1.011403,0.756196,0.255207,0.451858,0.180211,0.534217,0.689655,1584.0,500,7,73.0,-0.056353,0.004387,-0.060739,0.063994,0.013058,0.003794,3,0.181313,-101
2010,3132,3277,0,1.043235,0.845374,0.197861,0.501462,0.220634,0.514772,0.818182,1644.0,449,12,0.941139,0.824315,0.116824,0.457673,0.243849,0.52979,0.709677,1618.0,250,5,26.0,0.102096,0.021059,0.081038,-0.023214,-0.015018,0.043789,7,0.108504,199
2010,3151,3329,0,0.972328,0.88438,0.087948,0.47572,0.225589,0.541379,0.75,1621.0,181,13,1.016208,0.95191,0.064298,0.458086,0.178778,0.510542,0.6875,1600.0,164,4,22.0,-0.043881,-0.06753,0.02365,0.046811,0.030836,0.017634,9,0.0625,17
2010,3343,3385,0,1.037828,0.757166,0.280662,0.490786,0.205532,0.536714,0.928571,1667.0,549,11,0.96774,0.791535,0.176205,0.459106,0.206541,0.515686,0.8,1640.0,384,6,27.0,0.070088,-0.034369,0.104457,-0.001009,0.021028,0.031679,5,0.128571,165
2010,3390,3415,1,1.115495,0.781994,0.333502,0.526406,0.207107,0.576036,0.96875,1721.0,741,1,0.908085,0.908868,-0.000783,0.474349,0.251635,0.491188,0.53125,1533.0,11,16,188.0,0.20741,-0.126875,0.334285,-0.044528,0.084848,0.052057,-15,0.4375,730
2010,3122,3397,0,0.891349,0.976498,-0.085149,0.424081,0.246063,0.515516,0.46875,1504.0,-179,16,1.066834,0.821607,0.245227,0.504445,0.215257,0.562512,0.9375,1717.0,557,1,-213.0,-0.175484,0.154891,-0.330376,0.030806,-0.046996,-0.080364,15,-0.46875,-736
2010,3340,3401,0,0.943507,0.923623,0.019884,0.463419,0.223058,0.49695,0.517241,1509.0,37,15,1.019182,0.8271,0.192083,0.493249,0.209994,0.519055,0.78125,1656.0,486,2,-148.0,-0.075675,0.096524,-0.172199,0.013064,-0.022105,-0.02983,13,-0.264009,-449
2010,3114,3210,1,1.012583,0.798836,0.213747,0.478594,0.185467,0.516362,0.8125,1640.0,462,11,0.916893,0.802433,0.11446,0.43069,0.260993,0.548046,0.71875,1606.0,274,6,35.0,0.09569,-0.003597,0.099287,-0.075525,-0.031684,0.047904,5,0.09375,188
2010,3163,3380,1,1.1452,0.662998,0.482202,0.561939,0.208086,0.583849,1.0,1761.0,1094,1,0.804042,0.747273,0.056768,0.401894,0.283384,0.507308,0.724138,1579.0,156,16,183.0,0.341158,-0.084275,0.425433,-0.075298,0.076541,0.160045,-15,0.275862,938
2010,3235,3250,1,1.049392,0.849352,0.20004,0.503805,0.228322,0.56003,0.75,1612.0,344,4,0.943856,0.783325,0.160531,0.463248,0.226824,0.508108,0.892857,1652.0,310,13,-40.0,0.105536,0.066027,0.039509,0.001498,0.051922,0.040557,-9,-0.142857,34
2010,3280,3292,1,0.964889,0.838833,0.126056,0.46227,0.219493,0.499981,0.612903,1560.0,317,7,1.090733,0.861936,0.228797,0.536176,0.216293,0.497843,0.833333,1657.0,520,10,-97.0,-0.125844,-0.023103,-0.102741,0.003199,0.002138,-0.073906,-3,-0.22043,-203
2010,3304,3320,1,1.067476,0.816844,0.250632,0.514625,0.204344,0.532408,0.966667,1713.0,567,1,0.962825,0.931746,0.031079,0.468489,0.230285,0.515426,0.516129,1541.0,54,16,172.0,0.104651,-0.114901,0.219552,-0.025941,0.016982,0.046136,-15,0.450538,513
2010,3156,3323,0,0.948927,0.896493,0.052434,0.465159,0.241529,0.513944,0.580645,1551.0,106,15,1.012403,0.823846,0.188556,0.491263,0.217314,0.521141,0.84375,1664.0,479,2,-114.0,-0.063476,0.072647,-0.136123,0.024215,-0.007197,-0.026104,13,-0.263105,-373
2010,3326,3384,1,1.073154,0.844423,0.228731,0.511632,0.201271,0.537247,0.882353,1687.0,556,2,0.941303,0.894594,0.046709,0.457015,0.238212,0.502347,0.548387,1541.0,89,15,146.0,0.131851,-0.050171,0.182022,-0.036942,0.0349,0.054617,-13,0.333966,467
2010,3328,3355,1,0.962123,0.902141,0.059983,0.466243,0.223402,0.526495,0.69697,1624.0,166,3,1.017417,0.838265,0.179152,0.544048,0.256484,0.522026,0.7,1585.0,375,14,39.0,-0.055293,0.063876,-0.119169,-0.033082,0.004469,-0.077805,-11,-0.00303,-209
2010,3361,3400,1,0.956673,0.841052,0.115621,0.487549,0.273159,0.517713,0.677419,1593.0,238,11,0.985866,0.856999,0.128868,0.480056,0.234081,0.531324,0.6875,1602.0,307,6,-9.0,-0.029193,-0.015947,-0.013246,0.039079,-0.013611,0.007493,5,-0.010081,-69
2010,3241,3396,0,0.996769,0.848426,0.148343,0.456675,0.222719,0.538591,0.8125,1641.0,330,9,0.905069,0.799681,0.105388,0.438242,0.257274,0.550124,0.75,1620.0,227,8,21.0,0.0917,0.048745,0.042955,-0.034555,-0.011533,0.018433,1,0.0625,103
2010,3301,3417,0,0.890144,0.854254,0.03589,0.427202,0.259838,0.506843,0.606061,1577.0,78,9,0.942043,0.817435,0.124608,0.462851,0.254409,0.541209,0.733333,1619.0,274,8,-42.0,-0.051899,0.036819,-0.088718,0.005428,-0.034366,-0.035649,1,-0.127273,-196
2010,3177,3435,0,0.951567,0.898882,0.052685,0.462279,0.242815,0.522437,0.65625,1591.0,123,11,0.997407,0.902565,0.094843,0.506959,0.240691,0.497493,0.6875,1595.0,212,6,-4.0,-0.04584,-0.003682,-0.042158,0.002124,0.024945,-0.04468,5,-0.03125,-89
2010,3436,3458,1,0.979091,0.812536,0.166555,0.456929,0.203735,0.520923,0.806452,1636.0,341,10,0.93172,0.832208,0.099511,0.482592,0.228933,0.516182,0.677419,1585.0,203,7,51.0,0.047372,-0.019672,0.067044,-0.025197,0.00474,-0.025663,3,0.129032,138
2010,3249,3452,0,0.986346,0.89536,0.090986,0.48044,0.215554,0.491436,0.774194,1613.0,226,14,0.934516,0.763625,0.170892,0.446379,0.241229,0.532842,0.848485,1672.0,379,3,-59.0,0.05183,0.131735,-0.079906,-0.025675,-0.041406,0.034061,11,-0.074291,-153
2010,3438,3453,0,0.941273,0.843678,0.097596,0.427015,0.220136,0.525199,0.7,1600.0,215,5,1.057038,0.829257,0.227781,0.524642,0.233751,0.520114,0.866667,1633.0,475,12,-33.0,-0.115765,0.01442,-0.130185,-0.013615,0.005085,-0.097627,-7,-0.166667,-260
2010,3190,3462,0,0.993044,0.908377,0.084667,0.46663,0.227064,0.522661,0.741935,1613.0,208,14,1.02536,0.802085,0.223275,0.500136,0.238725,0.573197,0.896552,1681.0,462,3,-68.0,-0.032316,0.106293,-0.138608,-0.011662,-0.050537,-0.033507,11,-0.154616,-254
2010,3124,3207,1,0.993013,0.797297,0.195716,0.484261,0.231303,0.557426,0.71875,1610.0,488,4,0.973237,0.834104,0.139133,0.450856,0.231292,0.503726,0.8,1640.0,290,5,-30.0,0.019776,-0.036807,0.056583,1.1e-05,0.0537,0.033405,-1,-0.08125,198
2010,3181,3261,1,0.970282,0.760556,0.209726,0.457585,0.244431,0.556713,0.84375,1680.0,529,2,1.011403,0.756196,0.255207,0.451858,0.180211,0.534217,0.689655,1584.0,500,7,95.0,-0.041121,0.00436,-0.04548,0.06422,0.022497,0.005727,-5,0.154095,29
2010,3199,3385,1,1.005172,0.819457,0.185715,0.499876,0.254897,0.547843,0.833333,1655.0,431,3,0.96774,0.791535,0.176205,0.459106,0.206541,0.515686,0.8,1640.0,384,6,15.0,0.037433,0.027923,0.00951,0.048356,0.032157,0.04077,-3,0.033333,47
2010,3208,3329,1,0.918963,0.806208,0.112755,0.432844,0.23658,0.511175,0.741935,1594.0,261,5,1.016208,0.95191,0.064298,0.458086,0.178778,0.510542,0.6875,1600.0,164,4,-6.0,-0.097246,-0.145702,0.048456,0.057802,0.000633,-0.025242,1,0.054435,97
